raw_row_id,invoice_no,stock_code,description,customer_id,country,transaction_status,issue_type,issue_description
1497,536544,22076,6 RIBBONS EMPIRE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1498,536544,22077,6 RIBBONS RUSTIC CHARM,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1499,536544,22080,RIBBON REEL POLKADOTS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1500,536544,22081,RIBBON REEL FLORA + FAUNA,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1501,536544,22082,RIBBON REEL STRIPES DESIGN,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1502,536544,22083,PAPER CHAIN KIT RETROSPOT,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1503,536544,22086,PAPER CHAIN KIT 50'S CHRISTMAS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1504,536544,22087,PAPER BUNTING WHITE LACE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1505,536544,22090,PAPER BUNTING RETROSPOT,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1506,536544,22095,LADS ONLY TISSUE BOX,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1507,536544,22100,SKULLS SQUARE TISSUE BOX,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1508,536544,22107,PIZZA PLATE IN BOX,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1509,536544,22110,BIRD HOUSE HOT WATER BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1510,536544,22111,SCOTTIE DOG HOT WATER BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1511,536544,22112,CHOCOLATE HOT WATER BOTTLE,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1512,536544,22114,HOT WATER BOTTLE TEA AND SYMPATHY,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1513,536544,22115,METAL SIGN EMPIRE TEA,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1514,536544,22130,PARTY CONE CHRISTMAS DECORATION,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1515,536544,22134,LADLE LOVE HEART RED,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1516,536544,22135,LADLE LOVE HEART PINK,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1517,536544,22141,CHRISTMAS CRAFT TREE TOP ANGEL,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1518,536544,22144,CHRISTMAS CRAFT LITTLE FRIENDS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
1519,536544,22149,FELTCRAFT 6 FLOWER FRIENDS,UNKNOWN,United Kingdom,Completed,Missing Customer ID,CustomerID was missing in the raw dataset and was standardized as UNKNOWN.
