customer_id,country,first_invoice_date,last_invoice_date,transaction_line_count,completed_sales_amount,cancelled_amount
12461,Switzerland,2011-07-08 10:23:00,2011-09-06 16:57:00,35,826.88,0.0
12462,Spain,2011-02-09 14:44:00,2011-12-07 14:02:00,72,1189.59,65.58
12463,Belgium,2011-04-12 12:47:00,2011-10-24 13:43:00,88,1344.78,41.15
12464,Belgium,2011-02-03 13:30:00,2011-11-29 13:33:00,29,1212.05,0.0
12465,Belgium,2011-06-23 13:37:00,2011-12-02 11:34:00,51,742.19,8.3
12468,Germany,2011-01-27 13:29:00,2011-07-19 13:42:00,40,729.54,5.5
12471,Germany,2010-12-02 10:37:00,2011-12-07 15:43:00,531,19824.05,1083.13
12472,Germany,2010-12-01 14:33:00,2011-11-09 11:33:00,391,6572.11,342.63
12473,Germany,2011-06-01 10:15:00,2011-11-10 13:48:00,179,3938.55,1090.32
12474,Germany,2010-12-06 12:00:00,2011-11-22 14:39:00,457,7375.79,259.32
12475,Germany,2011-10-17 10:10:00,2011-10-17 10:10:00,36,723.38,0.0
12476,Germany,2010-12-13 14:37:00,2011-12-08 14:08:00,264,6816.42,269.84
12477,Germany,2011-02-01 11:09:00,2011-11-17 09:51:00,308,13219.74,102.73
12478,Greece,2011-12-06 09:56:00,2011-12-06 09:56:00,36,680.99,0.0
12479,Germany,2011-11-28 13:26:00,2011-12-06 09:25:00,35,527.2,49.9
12480,Germany,2011-01-07 15:27:00,2011-11-11 14:52:00,154,3281.63,0.0
12481,Germany,2010-12-09 10:13:00,2011-11-17 08:29:00,218,5596.32,5.46
12483,Sweden,2011-01-04 14:20:00,2011-11-22 17:03:00,81,2484.98,157.85
12484,Spain,2011-01-07 14:04:00,2011-11-07 11:37:00,350,4541.72,46.45
12488,France,2011-09-25 10:34:00,2011-11-30 08:50:00,55,1298.66,0.0
12489,France,2011-01-07 13:13:00,2011-01-07 13:13:00,15,334.93,0.0
12490,France,2011-01-14 09:13:00,2011-12-04 16:07:00,245,5417.93,0.0
12491,France,2011-11-01 12:18:00,2011-11-01 12:18:00,26,460.4,0.0
12492,Germany,2011-08-26 14:51:00,2011-10-07 15:15:00,20,263.21,0.0
12493,France,2011-05-26 14:53:00,2011-06-27 10:17:00,23,433.74,16.95
12494,France,2010-12-09 11:31:00,2011-11-30 09:21:00,84,1246.1,106.75
12497,Germany,2011-09-19 12:29:00,2011-09-19 12:29:00,14,1043.1,0.0
12498,Germany,2011-10-13 09:30:00,2011-11-18 12:53:00,23,403.7,0.0
12500,Germany,2011-01-10 09:48:00,2011-11-16 16:20:00,65,4257.82,51.55
12501,Germany,2011-01-07 12:28:00,2011-01-28 13:54:00,160,2169.39,79.71
12502,Spain,2011-02-03 10:41:00,2011-09-05 11:52:00,147,3723.87,0.0
12503,Spain,2011-01-06 11:51:00,2011-01-06 11:51:00,1,0.0,1126.0
12504,Germany,2011-11-09 14:56:00,2011-11-21 16:02:00,15,482.05,368.05
12505,Italy,2011-02-11 13:39:00,2011-02-11 13:39:00,1,0.0,4.5
12506,France,2011-04-21 08:54:00,2011-04-21 08:54:00,23,73.5,0.0
12507,Spain,2011-02-14 09:24:00,2011-07-28 17:09:00,23,1304.81,46.75
12508,France,2011-11-10 16:27:00,2011-11-13 15:37:00,69,398.27,0.0
12509,France,2011-02-28 14:45:00,2011-02-28 14:45:00,7,176.5,0.0
12510,Spain,2011-01-18 14:04:00,2011-07-20 10:15:00,33,982.57,0.0
12512,Israel,2011-10-04 14:53:00,2011-10-04 14:55:00,34,138.03,0.0
12513,France,2011-08-19 10:51:00,2011-09-16 12:45:00,36,612.29,25.5
12514,Italy,2011-03-17 16:38:00,2011-03-17 16:38:00,51,1017.68,0.0
12515,Italy,2010-12-21 15:43:00,2010-12-21 15:43:00,16,383.7,0.0
12516,Germany,2011-06-12 11:37:00,2011-09-23 09:13:00,26,1312.06,0.0
12517,Germany,2011-06-02 15:13:00,2011-11-11 14:04:00,286,2502.84,37.95
12518,Germany,2011-08-21 13:18:00,2011-12-09 10:13:00,124,2056.89,0.0
12519,Germany,2011-10-07 09:26:00,2011-10-07 09:26:00,18,340.84,0.0
12520,Germany,2011-03-11 11:35:00,2011-09-21 15:23:00,155,2634.26,51.75
12521,Germany,2011-07-20 10:51:00,2011-07-20 10:51:00,38,599.68,0.0
12522,Germany,2011-10-19 14:41:00,2011-10-31 15:30:00,12,192.72,0.0
12523,France,2011-01-12 09:43:00,2011-12-08 11:46:00,110,1789.77,44.2
12524,Germany,2011-01-10 10:35:00,2011-11-30 15:31:00,144,4485.72,0.0
12526,Germany,2011-09-06 14:19:00,2011-12-09 12:09:00,71,1316.66,0.0
12527,Germany,2011-01-18 12:05:00,2011-09-19 11:55:00,18,348.71,0.0
12528,Germany,2011-01-31 09:05:00,2011-11-30 14:40:00,95,1933.48,11.2
12530,Germany,2011-01-07 10:04:00,2011-10-11 12:34:00,68,1662.28,38.65
12531,Germany,2011-11-25 11:12:00,2011-11-25 11:12:00,17,125.22,0.0
12532,France,2011-11-09 13:47:00,2011-11-09 13:47:00,16,349.83,0.0
12534,Germany,2011-08-01 10:26:00,2011-08-01 10:26:00,63,1089.18,0.0
12535,France,2011-06-06 12:47:00,2011-09-09 08:48:00,34,716.35,0.0
12536,France,2011-10-11 14:52:00,2011-12-02 12:43:00,273,12601.83,8495.01
12538,Spain,2011-11-10 17:16:00,2011-11-10 17:16:00,21,363.95,0.0
12539,Spain,2011-01-10 09:11:00,2011-11-17 13:30:00,274,5568.35,1715.85
12540,Spain,2010-12-13 09:39:00,2011-11-20 11:31:00,481,13400.24,91.2
12541,Spain,2011-03-04 09:32:00,2011-11-10 10:40:00,52,981.18,0.0
12544,Spain,2011-11-03 16:15:00,2011-11-10 11:12:00,20,372.7,17.0
12545,Spain,2011-03-25 12:04:00,2011-09-25 13:39:00,50,1000.39,0.0
12546,Spain,2011-09-23 09:44:00,2011-10-24 12:09:00,70,1161.5,20.0
12547,Spain,2011-03-04 12:46:00,2011-05-26 12:38:00,8,207.8,0.0
12548,Spain,2011-06-26 15:35:00,2011-06-26 15:35:00,5,95.2,0.0
12550,Spain,2011-09-21 14:35:00,2011-09-21 14:35:00,57,964.83,0.0
12551,Spain,2010-12-17 11:23:00,2010-12-17 11:23:00,10,168.0,0.0
12552,Italy,2011-10-31 12:11:00,2011-11-01 10:02:00,20,437.82,0.0
12553,France,2011-01-14 10:42:00,2011-12-01 16:38:00,196,3692.28,40.03
12556,Spain,2011-07-11 13:35:00,2011-10-20 13:06:00,121,603.71,0.0
12557,Spain,2010-12-03 12:20:00,2011-11-23 16:59:00,33,11990.96,0.0
12558,USA,2011-12-02 10:41:00,2011-12-08 10:14:00,22,269.96,269.96
12559,Germany,2011-01-24 10:12:00,2011-02-02 09:49:00,22,561.71,25.5
12560,Germany,2011-07-19 15:55:00,2011-12-04 13:54:00,111,2134.01,32.62
12561,Germany,2011-02-10 11:39:00,2011-02-10 11:39:00,16,238.85,0.0
12562,France,2011-05-25 12:44:00,2011-12-01 17:20:00,168,3781.74,0.0
12564,France,2011-03-23 14:55:00,2011-03-23 14:55:00,21,456.9,0.0
12565,Saudi Arabia,2011-02-24 10:34:00,2011-03-03 11:43:00,10,145.92,14.75
12566,Germany,2011-09-14 14:30:00,2011-09-28 09:57:00,20,351.65,4.95
12567,France,2010-12-05 11:57:00,2011-11-17 11:02:00,463,9401.28,286.34
12569,Germany,2011-04-01 13:47:00,2011-12-07 16:24:00,191,4124.69,59.7
12571,France,2011-08-10 12:35:00,2011-10-31 10:19:00,34,519.61,0.0
12572,Germany,2011-10-19 08:20:00,2011-12-01 09:20:00,62,1020.42,15.7
12573,France,2011-04-26 15:52:00,2011-04-26 15:52:00,28,160.54,0.0
12574,France,2011-01-28 09:20:00,2011-01-28 09:20:00,11,218.45,0.0
12576,Poland,2011-02-08 11:31:00,2011-11-04 10:11:00,89,1315.83,8.85
12577,France,2010-12-15 16:21:00,2011-11-04 13:28:00,148,657.8,62.4
12578,Italy,2011-01-05 10:46:00,2011-11-18 13:30:00,120,2794.51,41.15
12579,France,2011-09-22 17:15:00,2011-09-27 13:57:00,31,440.42,29.7
12580,Germany,2011-04-07 10:24:00,2011-04-07 10:24:00,24,415.7,0.0
12581,Germany,2011-10-31 08:56:00,2011-10-31 08:56:00,15,197.71,0.0
12582,Finland,2011-02-24 11:42:00,2011-04-15 08:45:00,22,511.36,0.0
12583,France,2010-12-01 08:45:00,2011-12-07 08:07:00,251,7281.38,94.04
12584,Italy,2011-03-04 15:15:00,2011-12-06 09:35:00,126,2338.15,444.2
12585,Germany,2010-12-23 12:58:00,2011-04-19 13:39:00,97,2040.1,57.29
12586,Italy,2010-12-06 09:31:00,2011-11-22 16:24:00,12,196.94,17.0
12587,Finland,2011-12-02 12:47:00,2011-12-02 12:47:00,4,144.0,0.0
12588,Finland,2011-10-31 15:01:00,2011-10-31 15:01:00,10,214.9,0.0
12589,France,2011-07-18 12:05:00,2011-11-11 10:19:00,35,646.68,0.0
12590,Germany,2011-05-12 14:46:00,2011-06-02 14:25:00,70,9864.26,2.88
12591,Italy,2011-01-26 14:35:00,2011-01-26 14:35:00,26,452.85,0.0
12592,Germany,2011-05-10 13:44:00,2011-09-08 15:04:00,18,437.6,0.0
12593,France,2011-05-05 09:29:00,2011-08-23 12:43:00,21,418.1,0.0
12594,Italy,2011-01-21 09:52:00,2011-11-02 12:20:00,119,3338.22,18.0
12596,Spain,2011-04-11 13:22:00,2011-10-19 13:02:00,27,618.27,0.0
12597,Spain,2011-03-16 14:00:00,2011-11-20 13:33:00,214,3811.22,128.09
12598,France,2011-02-28 11:58:00,2011-11-30 12:18:00,133,3023.08,20.4
12599,France,2011-02-08 13:28:00,2011-11-10 13:34:00,62,1032.58,0.0
12600,Germany,2010-12-03 12:57:00,2011-11-11 10:29:00,65,2599.04,18.0
12601,Germany,2011-01-11 10:38:00,2011-06-03 10:17:00,29,577.06,7.5
12602,France,2011-10-12 11:22:00,2011-10-12 11:22:00,12,153.12,0.0
12603,Germany,2011-11-18 10:42:00,2011-11-18 10:42:00,3,739.2,0.0
12604,France,2011-03-23 12:06:00,2011-09-21 14:08:00,16,254.18,0.0
12605,Germany,2010-12-09 15:41:00,2010-12-09 15:41:00,3,0.0,7.5
12607,USA,2011-10-10 16:06:00,2011-10-12 16:17:00,202,1579.51,1579.51
12609,Germany,2011-01-25 15:13:00,2011-09-22 16:34:00,60,1126.85,0.0
12610,Italy,2011-08-05 13:52:00,2011-11-17 09:34:00,111,2099.54,41.55
12611,Italy,2011-10-18 13:12:00,2011-10-18 13:12:00,65,1193.32,0.0
12612,Germany,2011-09-26 15:35:00,2011-10-13 12:12:00,21,704.04,60.45
12613,Germany,2011-03-22 15:42:00,2011-11-08 13:30:00,163,3344.38,125.4
12614,Germany,2011-03-07 10:22:00,2011-03-07 10:22:00,20,315.6,0.0
12615,France,2011-06-24 13:35:00,2011-12-07 15:02:00,105,2291.19,0.0
12616,France,2011-02-15 14:17:00,2011-09-15 17:02:00,36,713.3,56.05
12617,France,2011-11-10 14:39:00,2011-11-10 14:39:00,42,355.53,0.0
12618,Italy,2011-11-18 11:10:00,2011-11-18 11:10:00,11,177.31,0.0
12619,Germany,2011-03-31 13:10:00,2011-11-23 14:52:00,95,3641.24,426.43
12620,France,2011-05-19 12:10:00,2011-11-25 10:20:00,92,1339.41,0.0
12621,Germany,2010-12-09 10:16:00,2011-12-08 11:25:00,474,13689.67,77.6
12622,Germany,2011-04-21 16:39:00,2011-04-21 16:39:00,11,180.1,0.0
12623,Germany,2011-03-08 13:50:00,2011-03-08 13:50:00,18,305.1,0.0
12624,France,2011-06-15 12:34:00,2011-08-25 15:04:00,38,641.13,0.0
12625,Germany,2011-01-24 13:27:00,2011-05-12 09:54:00,91,2683.82,69.5
12626,Germany,2011-01-17 11:01:00,2011-11-16 16:06:00,307,6620.48,232.13
12627,Germany,2011-07-22 13:59:00,2011-11-29 12:07:00,230,4478.53,0.0
12628,Germany,2011-10-06 09:28:00,2011-12-05 13:15:00,43,786.46,16.85
12630,Finland,2011-10-27 10:41:00,2011-11-30 10:48:00,64,1270.88,0.0
12631,Finland,2011-10-13 13:53:00,2011-10-13 13:53:00,31,640.5,0.0
12633,Germany,2011-02-25 08:44:00,2011-10-12 11:40:00,103,2163.98,23.35
12635,Germany,2011-07-08 08:43:00,2011-09-11 11:04:00,101,1689.18,0.0
12637,France,2011-01-20 10:47:00,2011-10-03 13:46:00,394,6021.9,68.65
12638,Sweden,2011-11-06 13:11:00,2011-11-06 13:11:00,39,671.69,0.0
12639,Sweden,2011-04-15 12:48:00,2011-04-15 12:48:00,22,486.1,0.0
12640,France,2011-09-19 12:01:00,2011-11-16 11:52:00,53,1174.58,0.0
12641,Sweden,2011-08-16 13:26:00,2011-08-16 13:26:00,10,185.9,0.0
12642,Germany,2011-08-24 09:23:00,2011-11-14 15:03:00,47,1013.26,0.0
12643,France,2011-01-11 11:48:00,2011-08-03 12:56:00,24,3344.64,0.0
12644,Germany,2011-08-02 10:33:00,2011-08-02 10:33:00,31,477.91,0.0
12645,Germany,2011-01-27 13:08:00,2011-11-06 12:38:00,74,1775.18,19.8
12646,USA,2011-10-21 12:52:00,2011-12-05 10:14:00,45,1346.97,0.0
12647,Germany,2010-12-05 14:02:00,2011-11-17 12:56:00,128,3722.82,52.9
12648,Germany,2011-07-08 11:55:00,2011-07-08 11:55:00,21,318.05,0.0
12649,Germany,2010-12-09 14:42:00,2011-08-24 14:41:00,33,623.51,19.8
12650,France,2011-12-06 16:34:00,2011-12-06 16:34:00,20,314.44,0.0
12651,France,2011-01-09 12:46:00,2011-01-09 12:46:00,9,114.0,0.0
12652,France,2011-01-12 15:00:00,2011-01-21 17:01:00,51,919.98,5.45
12653,Israel,2011-02-16 10:53:00,2011-07-14 10:41:00,43,2209.85,0.0
12654,Germany,2011-02-17 13:16:00,2011-11-29 10:10:00,38,601.98,0.0
12656,France,2011-04-11 09:45:00,2011-11-22 13:42:00,130,4051.17,68.45
12657,France,2011-09-22 11:40:00,2011-11-28 15:47:00,56,1643.18,491.12
12658,Germany,2011-11-21 10:22:00,2011-11-21 10:22:00,36,686.05,0.0
12659,France,2011-11-10 11:53:00,2011-11-10 11:53:00,5,91.68,0.0
12660,France,2011-11-28 13:26:00,2011-11-28 13:26:00,13,245.1,0.0
12662,Germany,2010-12-01 13:04:00,2011-12-09 11:59:00,232,3849.78,32.7
12664,Finland,2011-01-21 11:42:00,2011-12-01 17:07:00,38,4881.88,18.0
12665,Germany,2011-01-12 09:41:00,2011-01-19 08:34:00,4,63.0,1.25
12666,Israel,2010-12-15 14:42:00,2010-12-15 14:42:00,2,0.0,227.44
12667,Finland,2011-10-12 17:00:00,2011-10-12 17:00:00,33,620.13,0.0
12668,Germany,2010-12-19 12:46:00,2011-12-02 15:10:00,168,3807.15,63.97
12669,France,2011-03-28 10:15:00,2011-07-12 09:54:00,102,2744.03,1136.3
12670,France,2011-04-21 10:16:00,2011-11-29 15:23:00,94,2996.05,9.9
12672,France,2011-01-14 09:20:00,2011-01-14 09:20:00,10,225.9,0.0
12673,Germany,2011-01-17 11:46:00,2011-12-04 13:55:00,42,610.52,0.0
12674,France,2011-05-16 09:10:00,2011-11-28 12:22:00,91,1970.6,51.29
12676,Sweden,2011-02-01 15:41:00,2011-11-15 12:25:00,45,1331.39,0.0
12678,France,2010-12-21 11:00:00,2011-10-28 13:04:00,167,17628.46,40.2
12679,France,2011-03-01 12:26:00,2011-10-18 13:43:00,56,1113.02,54.35
12680,France,2011-08-18 15:44:00,2011-12-09 12:50:00,52,862.81,0.0
12681,France,2010-12-07 10:08:00,2011-11-25 11:35:00,646,13787.54,109.95
12682,France,2010-12-03 13:59:00,2011-12-06 10:00:00,525,12288.22,0.0
12683,France,2010-12-09 10:37:00,2011-12-05 16:31:00,362,8476.57,255.48
12684,France,2011-05-10 12:55:00,2011-12-02 09:53:00,105,2283.63,0.0
12685,France,2011-09-07 10:28:00,2011-11-11 13:46:00,157,2863.08,0.0
12686,France,2010-12-03 09:51:00,2010-12-03 09:51:00,7,89.14,0.0
12688,Israel,2011-08-18 08:49:00,2011-08-18 08:49:00,171,4873.81,0.0
12689,France,2011-08-04 10:04:00,2011-11-14 08:31:00,72,1247.61,0.0
12690,France,2011-05-18 09:09:00,2011-05-18 09:09:00,16,389.01,0.0
12691,France,2010-12-17 14:46:00,2011-11-11 16:49:00,32,1035.8,0.0
12693,Germany,2011-01-24 12:58:00,2011-08-11 09:16:00,41,855.91,24.95
12694,France,2011-06-09 17:48:00,2011-09-30 13:06:00,37,869.67,0.0
12695,France,2011-05-13 13:15:00,2011-12-02 13:22:00,27,582.1,0.0
12697,Sweden,2011-06-23 15:44:00,2011-11-18 16:17:00,43,957.59,18.57
12700,France,2011-05-08 16:10:00,2011-12-02 10:49:00,270,4939.99,72.0
12701,Germany,2011-04-11 13:02:00,2011-09-21 10:47:00,53,797.71,0.0
12702,Germany,2011-11-20 10:36:00,2011-11-20 10:36:00,12,219.0,0.0
12703,Germany,2011-09-29 17:52:00,2011-10-06 19:23:00,22,283.55,8.85
12704,Finland,2011-06-23 10:20:00,2011-12-02 13:15:00,90,2340.84,120.0
12705,Germany,2010-12-17 15:58:00,2011-11-24 13:17:00,348,6868.29,54.05
12707,France,2011-02-21 08:38:00,2011-02-21 08:38:00,33,603.42,0.0
12708,Germany,2010-12-06 10:43:00,2011-11-10 09:52:00,174,2712.91,96.59
12709,Germany,2010-12-08 09:49:00,2011-12-06 16:42:00,257,9736.52,442.42
12710,Germany,2011-05-22 14:05:00,2011-09-04 12:00:00,79,1149.02,18.45
12712,Germany,2010-12-03 14:30:00,2011-11-17 09:15:00,142,4396.13,154.5
12713,Germany,2011-12-09 12:16:00,2011-12-09 12:16:00,38,848.55,0.0
12714,France,2011-02-18 10:53:00,2011-11-30 15:43:00,259,4708.86,0.0
12715,Sweden,2011-08-25 15:22:00,2011-08-25 15:22:00,21,353.86,0.0
12716,France,2011-07-29 13:28:00,2011-12-06 08:55:00,69,1053.49,0.0
12717,Greece,2011-04-08 10:32:00,2011-07-11 14:51:00,56,1030.98,50.0
12718,France,2011-09-29 16:38:00,2011-09-29 16:38:00,19,238.25,0.0
12719,France,2011-10-05 14:50:00,2011-12-04 13:45:00,42,644.95,36.85
12720,Germany,2010-12-05 15:21:00,2011-12-07 08:03:00,359,5781.73,68.45
12721,France,2010-12-09 10:14:00,2011-11-08 12:13:00,164,2656.13,27.15
12722,France,2011-07-12 11:55:00,2011-09-15 14:50:00,57,997.63,93.3
12723,France,2011-10-05 15:52:00,2011-12-06 10:19:00,69,725.07,0.0
12724,France,2011-01-11 15:00:00,2011-12-04 16:02:00,53,1031.41,0.0
12725,Italy,2010-12-03 15:45:00,2010-12-03 15:45:00,24,427.8,0.0
12726,France,2010-12-17 12:56:00,2011-11-11 13:35:00,124,2609.1,0.0
12727,France,2011-01-23 15:17:00,2011-11-29 11:46:00,141,3980.7,33.0
12728,France,2011-01-11 13:31:00,2011-09-29 15:31:00,46,836.33,0.0
12729,France,2011-08-18 11:40:00,2011-08-18 11:40:00,26,453.01,0.0
12731,France,2010-12-10 10:56:00,2011-11-16 11:59:00,277,18895.91,102.5
12732,France,2011-06-13 11:33:00,2011-06-13 11:33:00,12,236.26,0.0
